,Site,Grainsize,Perm_Population,Por_Population,Perm_measure1,Perm_measure2,Perm_measure3,Perm_measure4,Perm_measure5,Por_measure1,Por_measure2,Por_measure3,Por_measure4
3390,FD07,M,560.0,20.0,623.0,665.0,,,,16.0,19.0,,
3391,FD07,M,289.0,9.0,365.0,267.0,297.0,282.0,,9.0,7.0,9.0,11.0
3392,FD06,M,7021.0,19.0,9117.0,3629.0,7428.0,,,18.0,17.0,15.0,19.0
3393,FD03,M,4675.0,17.0,6455.0,5512.0,4121.0,,,17.0,17.0,20.0,17.0
3394,FD03,M,1332.0,24.0,1311.0,1152.0,982.0,,,25.0,25.0,23.0,22.0
3395,FD05,M,1701.0,26.0,2363.0,2344.0,1611.0,,,27.0,24.0,28.0,30.0
3396,FD07,M,2076.0,19.0,1596.0,2221.0,2050.0,1567.0,,19.0,19.0,19.0,
3397,FD03,M,992.0,22.0,744.0,1037.0,1082.0,,,23.0,21.0,25.0,19.0
3398,FD07,M,,17.0,,,,,,20.0,17.0,,
3399,FD05,M,2527.0,16.0,2849.0,3203.0,1840.0,,,16.0,16.0,14.0,16.0
3400,FD07,M,788.0,17.0,640.0,766.0,653.0,,,16.0,17.0,17.0,16.0
3401,FD02,M,1202.0,21.0,836.0,1652.0,1048.0,1164.0,,20.0,22.0,,
3402,FD07,M,4119.0,30.0,7559.0,4606.0,4684.0,5831.0,5217.0,34.0,31.0,33.0,27.0
3403,FD04,M,784.0,18.0,656.0,504.0,715.0,,,17.0,17.0,20.0,
3404,FD07,M,1928.0,16.0,2157.0,2463.0,1428.0,,,16.0,15.0,15.0,
3405,FD02,M,1945.0,34.0,1956.0,2717.0,1593.0,1460.0,,38.0,32.0,35.0,
3406,FD05,M,2048.0,24.0,2613.0,1615.0,1625.0,,,25.0,23.0,21.0,21.0
3407,FD06,M,2564.0,33.0,2323.0,3569.0,2484.0,2107.0,,34.0,31.0,,
3408,FD05,M,962.0,24.0,1055.0,988.0,991.0,786.0,,23.0,23.0,,
3409,FD05,M,4622.0,22.0,7148.0,6731.0,5835.0,5823.0,4226.0,21.0,19.0,23.0,21.0
3410,FD07,M,3252.0,19.0,3144.0,4480.0,3676.0,,,20.0,18.0,21.0,21.0
3411,FD05,M,402.0,24.0,505.0,556.0,468.0,,,28.0,29.0,23.0,24.0
3412,FD06,M,6810.0,21.0,7272.0,8034.0,6540.0,,,23.0,19.0,22.0,
3413,FD05,M,1827.0,23.0,1603.0,1683.0,,,,25.0,26.0,,
3414,FD07,M,,20.0,,,,,,18.0,20.0,19.0,
3415,FD01,M,1459.0,24.0,1924.0,1287.0,1403.0,,,27.0,21.0,,
3416,FD05,M,898.0,30.0,867.0,823.0,1230.0,764.0,,27.0,28.0,33.0,27.0
3417,FD05,M,440.0,29.0,385.0,326.0,439.0,,,27.0,31.0,,
3418,FD05,M,2302.0,26.0,3703.0,2106.0,1378.0,2601.0,,25.0,28.0,28.0,25.0
3419,FD06,M,758.0,25.0,757.0,710.0,911.0,,,24.0,28.0,21.0,
3420,FD04,M,3768.0,15.0,4090.0,4130.0,,,,13.0,16.0,13.0,14.0
3421,FD05,M,1597.0,20.0,1853.0,2028.0,1170.0,,,16.0,20.0,18.0,19.0
3422,FD04,M,8310.0,19.0,5829.0,7330.0,7270.0,5166.0,6507.0,16.0,20.0,17.0,22.0
3423,FD05,M,1561.0,18.0,1721.0,1988.0,1700.0,2298.0,,17.0,18.0,17.0,20.0
3424,FD03,M,1648.0,29.0,1088.0,1695.0,1684.0,1600.0,2422.0,26.0,31.0,35.0,31.0
3425,FD07,M,,31.0,,,,,,29.0,30.0,31.0,36.0
3426,FD06,M,3071.0,28.0,3668.0,1973.0,2811.0,,,29.0,23.0,29.0,25.0
3427,FD04,M,16967.0,28.0,22524.0,11061.0,24945.0,,,27.0,28.0,27.0,
3428,FD02,M,3593.0,21.0,2038.0,3693.0,3426.0,,,22.0,19.0,20.0,22.0
3429,FD02,M,1015.0,19.0,1186.0,1088.0,,,,17.0,20.0,17.0,23.0
3430,FD05,M,4545.0,32.0,2271.0,5101.0,,,,36.0,34.0,32.0,33.0
3431,FD07,M,5928.0,21.0,8091.0,4039.0,3890.0,,,19.0,23.0,17.0,20.0
3432,FD01,M,4215.0,23.0,3266.0,2049.0,3512.0,,,23.0,26.0,,
3433,FD01,M,4555.0,28.0,5728.0,3624.0,4492.0,3878.0,,27.0,35.0,29.0,
3434,FD04,M,2652.0,29.0,1985.0,3243.0,1758.0,,,25.0,35.0,30.0,26.0
3435,FD05,M,345.0,26.0,379.0,368.0,313.0,,,20.0,30.0,30.0,
3436,FD05,M,4303.0,21.0,4645.0,4467.0,5300.0,,,22.0,20.0,20.0,25.0
3437,FD05,M,2978.0,19.0,2588.0,4515.0,2946.0,,,19.0,19.0,22.0,
3438,FD05,M,10242.0,16.0,6092.0,15665.0,10465.0,12845.0,11456.0,16.0,18.0,,
3439,FD06,M,354.0,21.0,399.0,388.0,397.0,,,16.0,18.0,18.0,19.0
3440,FD04,M,1109.0,29.0,1270.0,991.0,882.0,988.0,1227.0,30.0,27.0,29.0,27.0
3441,FD02,M,7597.0,35.0,9718.0,4117.0,,,,36.0,37.0,34.0,29.0
3442,FD04,M,3783.0,23.0,4714.0,3429.0,3392.0,3754.0,,25.0,21.0,21.0,
3443,FD01,M,1504.0,21.0,1453.0,1114.0,1460.0,,,22.0,17.0,21.0,22.0
3444,FD05,M,2023.0,23.0,1849.0,3102.0,2091.0,,,23.0,23.0,,
3445,FD05,M,618.0,25.0,448.0,707.0,765.0,,,21.0,27.0,23.0,
3446,FD04,M,3446.0,24.0,3341.0,4832.0,,,,21.0,26.0,25.0,25.0
3447,FD02,M,2086.0,19.0,1209.0,2221.0,1493.0,2811.0,2171.0,15.0,20.0,20.0,17.0
3448,FD06,M,1755.0,29.0,1677.0,1644.0,1282.0,,,29.0,35.0,28.0,28.0
3449,FD05,M,3030.0,31.0,2452.0,3486.0,2645.0,,,36.0,30.0,31.0,35.0
3450,FD04,M,209.0,19.0,203.0,231.0,,,,21.0,17.0,16.0,
3451,FD07,M,3134.0,28.0,3706.0,4556.0,,,,25.0,26.0,30.0,25.0
3452,FD02,M,3056.0,30.0,2648.0,3767.0,3814.0,,,27.0,25.0,,
3453,FD07,M,1126.0,26.0,1633.0,1662.0,1023.0,,,26.0,25.0,26.0,
3454,FD06,M,280.0,22.0,215.0,275.0,243.0,284.0,,27.0,22.0,,
3455,FD06,M,,27.0,,,,,,22.0,26.0,27.0,29.0
3456,FD07,M,2448.0,27.0,2648.0,4113.0,2620.0,,,27.0,26.0,27.0,29.0
3457,FD07,M,553.0,22.0,506.0,627.0,540.0,533.0,,20.0,21.0,,
3458,FD07,M,329.0,25.0,324.0,200.0,372.0,211.0,329.0,21.0,26.0,26.0,
3459,FD05,M,3258.0,27.0,1960.0,2793.0,,,,29.0,24.0,31.0,28.0
3460,FD05,M,1896.0,28.0,2138.0,2100.0,2505.0,,,27.0,29.0,33.0,22.0
3461,FD05,M,2518.0,25.0,2205.0,1576.0,,,,24.0,27.0,,
3462,FD05,M,2625.0,25.0,2873.0,2805.0,2934.0,2551.0,,26.0,25.0,29.0,25.0
3463,FD04,M,3468.0,38.0,2955.0,3262.0,,,,39.0,37.0,44.0,43.0
3464,FD07,M,1312.0,24.0,1225.0,1087.0,1475.0,1152.0,,25.0,27.0,24.0,25.0
3465,FD05,M,2447.0,37.0,2975.0,2113.0,,,,44.0,38.0,38.0,
3466,FD07,M,3033.0,15.0,2497.0,2536.0,2883.0,,,14.0,16.0,,
3467,FD06,M,778.0,26.0,810.0,923.0,925.0,,,26.0,28.0,,
3468,FD05,M,5030.0,23.0,7205.0,4787.0,3721.0,4298.0,5340.0,26.0,23.0,23.0,
3469,FD07,M,124.0,32.0,133.0,130.0,126.0,,,31.0,34.0,,
3470,FD06,M,551.0,11.0,508.0,753.0,553.0,,,12.0,10.0,,
3471,FD02,M,1335.0,,1204.0,1846.0,1035.0,,,,,,
3472,FD01,M,729.0,25.0,673.0,765.0,502.0,822.0,,23.0,25.0,,
3473,FD04,M,733.0,22.0,863.0,615.0,1076.0,838.0,,26.0,21.0,23.0,
3474,FD07,M,2137.0,24.0,2343.0,2672.0,1896.0,,,21.0,23.0,23.0,24.0
3475,FD02,M,5745.0,30.0,5310.0,8632.0,5133.0,,,33.0,31.0,30.0,27.0
3476,FD01,M,2064.0,17.0,1608.0,1491.0,1962.0,2398.0,,16.0,15.0,,
3477,FD05,M,17751.0,18.0,17308.0,20353.0,13002.0,,,17.0,19.0,19.0,
3478,FD04,M,203.0,30.0,188.0,184.0,268.0,241.0,,33.0,34.0,,
3479,FD07,M,2158.0,29.0,1208.0,3128.0,1941.0,2339.0,,27.0,26.0,,
3480,FD07,M,1957.0,22.0,2061.0,2855.0,,,,22.0,23.0,,
3481,FD07,M,525.0,20.0,582.0,587.0,546.0,468.0,434.0,23.0,20.0,22.0,
3482,FD07,M,215.0,22.0,184.0,196.0,264.0,314.0,,20.0,22.0,24.0,25.0
3483,FD02,M,9480.0,27.0,9391.0,12913.0,10511.0,11835.0,,26.0,26.0,23.0,
3484,FD04,M,14716.0,17.0,9323.0,12180.0,14985.0,,,17.0,20.0,16.0,17.0
3485,FD06,M,915.0,24.0,849.0,1134.0,749.0,1145.0,,24.0,22.0,,
3486,FD05,M,696.0,24.0,806.0,1001.0,692.0,708.0,,24.0,25.0,24.0,
3487,FD03,M,1789.0,22.0,1897.0,1099.0,1734.0,,,20.0,23.0,,
3488,FD07,M,1943.0,21.0,1651.0,1879.0,1622.0,,,20.0,23.0,19.0,25.0
3489,FD01,M,7541.0,29.0,13210.0,7018.0,,,,30.0,30.0,,
3490,FD05,M,3467.0,21.0,3467.0,3477.0,2889.0,,,20.0,21.0,17.0,19.0
3491,FD06,M,1942.0,26.0,2345.0,1996.0,2426.0,,,29.0,26.0,29.0,24.0
3492,FD04,M,4711.0,16.0,4262.0,5214.0,4774.0,6559.0,,16.0,17.0,17.0,15.0
3493,FD07,M,1736.0,34.0,2194.0,1749.0,1322.0,,,37.0,29.0,31.0,28.0
3494,FD01,M,539.0,26.0,531.0,605.0,423.0,,,26.0,24.0,,
3495,FD05,M,1794.0,38.0,1626.0,2548.0,2630.0,,,40.0,42.0,36.0,33.0
3496,FD06,M,323.0,20.0,322.0,364.0,326.0,,,21.0,22.0,,
3497,FD03,M,847.0,25.0,821.0,1004.0,958.0,,,27.0,22.0,,
3498,FD07,M,401.0,30.0,393.0,362.0,355.0,,,28.0,29.0,31.0,35.0
3499,FD07,M,31273.0,21.0,18841.0,31655.0,38067.0,,,18.0,23.0,,
3500,FD03,M,7781.0,21.0,4676.0,9665.0,10421.0,7942.0,,19.0,20.0,21.0,23.0
3501,FD03,M,966.0,28.0,1189.0,527.0,994.0,1173.0,767.0,32.0,25.0,32.0,
3502,FD05,M,904.0,17.0,1142.0,847.0,837.0,856.0,829.0,18.0,18.0,,
3503,FD05,M,5209.0,21.0,9567.0,7266.0,3360.0,4469.0,,19.0,20.0,20.0,
3504,FD06,M,2960.0,19.0,2964.0,3969.0,3533.0,,,19.0,18.0,21.0,20.0
3505,FD05,M,738.0,24.0,847.0,636.0,582.0,704.0,,23.0,22.0,30.0,25.0
3506,FD05,M,100.0,21.0,79.0,118.0,86.0,,,23.0,23.0,,
3507,FD03,M,1567.0,20.0,2222.0,2093.0,1552.0,,,20.0,18.0,24.0,20.0
3508,FD04,M,4517.0,15.0,5596.0,3871.0,,,,15.0,14.0,16.0,
3509,FD03,M,768.0,21.0,805.0,617.0,815.0,,,21.0,21.0,22.0,
3510,FD07,M,705.0,31.0,525.0,672.0,747.0,,,29.0,28.0,31.0,
3511,FD05,M,2077.0,25.0,2341.0,1875.0,2637.0,1768.0,,27.0,27.0,,
3512,FD02,M,8152.0,22.0,11559.0,5694.0,,,,27.0,24.0,,
3513,FD04,M,3163.0,25.0,3897.0,4216.0,3558.0,4711.0,,21.0,24.0,,
3514,FD04,M,5482.0,27.0,5024.0,4808.0,7596.0,4767.0,4437.0,28.0,25.0,29.0,
3515,FD01,M,761.0,26.0,670.0,621.0,532.0,881.0,,29.0,25.0,28.0,29.0
3516,FD05,M,2686.0,15.0,2254.0,3918.0,3117.0,3052.0,,15.0,15.0,,
3517,FD06,M,873.0,13.0,527.0,957.0,785.0,613.0,572.0,13.0,13.0,13.0,12.0
3518,FD05,M,503.0,14.0,438.0,467.0,625.0,,,12.0,17.0,,
3519,FD07,M,456.0,15.0,606.0,335.0,,,,13.0,15.0,16.0,
3520,FD03,M,11011.0,19.0,9574.0,18330.0,11865.0,10577.0,8727.0,21.0,21.0,21.0,
3521,FD02,M,1381.0,18.0,1210.0,1311.0,,,,20.0,20.0,19.0,18.0
3522,FD03,M,1483.0,23.0,1575.0,1394.0,1628.0,1289.0,,22.0,22.0,24.0,
3523,FD06,M,686.0,24.0,505.0,578.0,735.0,,,24.0,24.0,,
3524,FD05,M,13250.0,26.0,10486.0,8650.0,8161.0,,,26.0,27.0,,
3525,FD03,M,6319.0,15.0,6438.0,8222.0,5703.0,,,16.0,14.0,,
3526,FD05,M,3562.0,31.0,4857.0,3775.0,4663.0,4191.0,3074.0,27.0,31.0,30.0,
3527,FD01,M,2713.0,22.0,3158.0,3900.0,2084.0,,,26.0,19.0,21.0,21.0
3528,FD07,M,1938.0,27.0,1699.0,2379.0,,,,28.0,25.0,25.0,25.0
3529,FD07,M,1181.0,22.0,1291.0,1207.0,1305.0,,,24.0,22.0,,
3530,FD07,M,792.0,17.0,736.0,952.0,1002.0,,,20.0,18.0,17.0,
3531,FD05,M,3437.0,20.0,1779.0,2216.0,2741.0,,,19.0,21.0,21.0,23.0
3532,FD04,M,399.0,30.0,442.0,445.0,426.0,567.0,,31.0,39.0,,
3533,FD06,M,14654.0,26.0,19164.0,13541.0,,,,28.0,26.0,27.0,28.0
3534,FD03,M,1184.0,26.0,1056.0,916.0,1139.0,,,26.0,25.0,29.0,
3535,FD05,M,1774.0,18.0,1160.0,1138.0,1206.0,1451.0,,19.0,18.0,21.0,23.0
3536,FD04,M,15448.0,32.0,19828.0,16353.0,,,,34.0,37.0,34.0,26.0
3537,FD03,M,1668.0,30.0,1476.0,1613.0,1239.0,,,30.0,29.0,27.0,29.0
3538,FD06,M,3445.0,27.0,5081.0,3311.0,2983.0,2186.0,,26.0,28.0,,
3539,FD01,M,2318.0,30.0,1792.0,2945.0,2720.0,,,31.0,33.0,,
3540,FD05,M,878.0,27.0,920.0,742.0,787.0,,,26.0,33.0,,
3541,FD07,M,1712.0,16.0,1639.0,1514.0,1401.0,1902.0,,14.0,18.0,19.0,15.0
3542,FD07,M,3605.0,17.0,2670.0,3384.0,2987.0,,,16.0,17.0,,
3543,FD02,M,1254.0,33.0,1585.0,1955.0,1405.0,,,37.0,34.0,33.0,
3544,FD05,M,966.0,19.0,1259.0,1261.0,,,,16.0,18.0,22.0,18.0
3545,FD04,M,609.0,30.0,642.0,483.0,684.0,,,30.0,32.0,,
3546,FD05,M,24579.0,18.0,30661.0,19339.0,,,,18.0,14.0,15.0,
3547,FD06,M,1527.0,21.0,1334.0,1760.0,1491.0,2056.0,1440.0,20.0,23.0,22.0,24.0
3548,FD06,M,8590.0,25.0,10325.0,7690.0,9765.0,9921.0,,23.0,24.0,25.0,
3549,FD03,M,396.0,18.0,433.0,362.0,389.0,476.0,,16.0,20.0,15.0,19.0
3550,FD05,M,689.0,19.0,635.0,637.0,684.0,878.0,559.0,21.0,17.0,20.0,
3551,FD06,M,514.0,21.0,608.0,544.0,,,,20.0,20.0,21.0,
3552,FD05,M,2340.0,19.0,2984.0,3151.0,3065.0,,,19.0,19.0,,
3553,FD06,M,543.0,26.0,539.0,451.0,642.0,,,27.0,23.0,25.0,24.0
3554,FD04,M,573.0,17.0,657.0,446.0,621.0,629.0,540.0,17.0,19.0,,
3555,FD07,M,3835.0,24.0,3848.0,2964.0,,,,23.0,26.0,20.0,23.0
3556,FD07,M,2081.0,23.0,1625.0,2265.0,2038.0,,,23.0,22.0,26.0,
3557,FD07,M,1472.0,20.0,1997.0,1290.0,1207.0,1897.0,,22.0,22.0,19.0,23.0
3558,FD01,M,25776.0,27.0,30842.0,21925.0,33847.0,30403.0,,24.0,28.0,26.0,
3559,FD02,M,107.0,23.0,82.0,134.0,,,,20.0,23.0,25.0,22.0
3560,FD04,M,2952.0,24.0,3511.0,2932.0,,,,24.0,23.0,26.0,23.0
3561,FD06,M,2328.0,28.0,1986.0,2627.0,1253.0,2455.0,,23.0,25.0,28.0,25.0
3562,FD01,M,939.0,22.0,931.0,1197.0,1121.0,,,22.0,22.0,23.0,24.0
3563,FD05,M,252.0,31.0,324.0,290.0,235.0,,,32.0,35.0,,
3564,FD07,M,1822.0,27.0,2550.0,2131.0,2422.0,,,26.0,29.0,31.0,28.0
3565,FD05,M,155.0,28.0,179.0,138.0,179.0,,,37.0,26.0,29.0,27.0
3566,FD04,M,11994.0,18.0,10687.0,12981.0,7693.0,,,16.0,19.0,14.0,
3567,FD03,M,1394.0,33.0,1468.0,1687.0,,,,30.0,34.0,,
3568,FD05,M,990.0,27.0,1054.0,588.0,852.0,,,21.0,28.0,26.0,29.0
3569,FD05,M,3238.0,19.0,2813.0,1729.0,2503.0,4172.0,,23.0,21.0,20.0,21.0
3570,FD05,M,2071.0,,2704.0,1934.0,1989.0,,,,,,
3571,FD05,M,2636.0,26.0,2989.0,2837.0,2567.0,2206.0,,26.0,25.0,31.0,29.0
3572,FD04,M,1314.0,16.0,1217.0,1543.0,1132.0,1253.0,,15.0,16.0,,
3573,FD07,M,,15.0,,,,,,16.0,16.0,14.0,11.0
3574,FD07,M,46521.0,27.0,30993.0,26604.0,38338.0,34270.0,,27.0,29.0,24.0,28.0
3575,FD06,M,2689.0,28.0,3874.0,3139.0,5097.0,1706.0,,31.0,34.0,29.0,30.0
3576,FD03,M,312.0,26.0,296.0,293.0,291.0,,,28.0,25.0,,
3577,FD05,M,2583.0,24.0,2539.0,4219.0,2132.0,,,22.0,21.0,,
3578,FD02,M,2314.0,26.0,1880.0,2825.0,4033.0,,,28.0,26.0,23.0,
3579,FD05,M,2012.0,24.0,2729.0,1476.0,1571.0,,,21.0,23.0,,
3580,FD05,M,1563.0,25.0,1421.0,987.0,,,,25.0,24.0,,
3581,FD05,M,3932.0,21.0,3727.0,2302.0,2403.0,4520.0,,21.0,23.0,,
3582,FD06,M,418.0,27.0,445.0,436.0,550.0,,,29.0,22.0,31.0,
3583,FD04,M,2650.0,23.0,3563.0,1698.0,2027.0,2609.0,,20.0,25.0,21.0,
3584,FD01,M,8729.0,28.0,8178.0,7045.0,14365.0,,,33.0,28.0,,
3585,FD07,M,1357.0,26.0,1306.0,1210.0,1398.0,,,29.0,28.0,24.0,26.0
3586,FD07,M,12940.0,21.0,16849.0,13438.0,8779.0,,,19.0,25.0,,
3587,FD04,M,840.0,26.0,771.0,909.0,947.0,908.0,779.0,26.0,28.0,,
3588,FD02,M,386.0,22.0,340.0,354.0,336.0,429.0,,24.0,19.0,25.0,21.0
3589,FD07,M,5047.0,26.0,5086.0,5405.0,6567.0,4567.0,,29.0,29.0,24.0,
3590,FD04,M,135.0,17.0,158.0,158.0,133.0,141.0,,18.0,15.0,,
3591,FD06,M,316.0,26.0,257.0,435.0,370.0,,,25.0,33.0,23.0,
3592,FD06,M,5480.0,17.0,5228.0,5295.0,4688.0,,,17.0,15.0,16.0,15.0
3593,FD04,M,29949.0,31.0,40345.0,13864.0,39613.0,,,34.0,34.0,,
3594,FD04,M,2018.0,33.0,2043.0,1590.0,1769.0,,,31.0,36.0,34.0,
3595,FD04,M,611.0,15.0,639.0,720.0,531.0,,,16.0,16.0,15.0,14.0
3596,FD05,M,5068.0,23.0,6546.0,3259.0,3888.0,5271.0,,24.0,24.0,27.0,
3597,FD05,M,4068.0,21.0,5349.0,5412.0,4439.0,,,21.0,20.0,,
3598,FD05,M,781.0,23.0,723.0,873.0,790.0,649.0,762.0,22.0,24.0,26.0,21.0
3599,FD04,M,6852.0,19.0,9869.0,6111.0,5670.0,,,19.0,17.0,17.0,17.0
3600,FD03,M,5772.0,25.0,6132.0,5665.0,6263.0,,,23.0,24.0,34.0,21.0
3601,FD05,M,784.0,22.0,795.0,636.0,768.0,,,22.0,23.0,27.0,22.0
3602,FD02,M,2628.0,9.0,2189.0,3046.0,1992.0,2621.0,,9.0,8.0,,
3603,FD06,M,76.0,18.0,81.0,69.0,81.0,,,18.0,20.0,20.0,15.0
3604,FD04,M,5195.0,24.0,4493.0,7555.0,6054.0,,,25.0,25.0,24.0,24.0
3605,FD03,M,12272.0,24.0,8247.0,8389.0,17303.0,18687.0,,25.0,26.0,,
3606,FD05,M,1116.0,34.0,1123.0,1585.0,1202.0,1190.0,,32.0,27.0,37.0,36.0
3607,FD05,M,2066.0,22.0,1696.0,2241.0,1653.0,,,26.0,21.0,21.0,24.0
3608,FD05,M,3064.0,25.0,2888.0,2810.0,2711.0,,,26.0,25.0,26.0,26.0
3609,FD07,M,1654.0,27.0,1506.0,1492.0,860.0,,,26.0,26.0,,
3610,FD05,M,5202.0,19.0,6203.0,3061.0,6836.0,,,19.0,17.0,18.0,19.0
3611,FD03,M,2333.0,12.0,2417.0,2155.0,1992.0,,,10.0,12.0,10.0,11.0
3612,FD05,M,1585.0,19.0,2545.0,2111.0,2081.0,1434.0,,17.0,16.0,,
3613,FD03,M,8187.0,17.0,6778.0,9655.0,5761.0,,,17.0,20.0,16.0,18.0
3614,FD01,M,889.0,26.0,1028.0,877.0,859.0,,,30.0,26.0,,
3615,FD01,M,3466.0,33.0,4954.0,4170.0,2914.0,3317.0,2615.0,33.0,35.0,,
3616,FD05,M,445.0,20.0,437.0,519.0,415.0,,,19.0,20.0,19.0,18.0
3617,FD05,M,1189.0,27.0,1218.0,1310.0,1152.0,,,23.0,31.0,,
3618,FD07,M,2350.0,29.0,2898.0,1846.0,1841.0,,,29.0,23.0,31.0,27.0
3619,FD05,M,205.0,17.0,171.0,218.0,256.0,,,14.0,17.0,19.0,14.0
3620,FD05,M,20864.0,24.0,18304.0,19236.0,10915.0,,,21.0,23.0,27.0,
3621,FD04,M,2914.0,20.0,2119.0,2717.0,1938.0,4643.0,,21.0,13.0,17.0,21.0
3622,FD05,M,1946.0,14.0,2265.0,1848.0,1284.0,,,13.0,11.0,14.0,14.0
3623,FD05,M,2884.0,22.0,1820.0,2475.0,3685.0,,,21.0,20.0,24.0,22.0
3624,FD05,M,1932.0,23.0,1681.0,1350.0,3000.0,,,23.0,24.0,21.0,21.0
3625,FD06,M,3805.0,24.0,2556.0,3689.0,3503.0,,,21.0,23.0,23.0,25.0
3626,FD05,M,5622.0,29.0,4252.0,4921.0,4571.0,5362.0,,28.0,27.0,27.0,37.0
3627,FD04,M,648.0,15.0,523.0,529.0,462.0,448.0,,17.0,16.0,16.0,15.0
3628,FD07,M,1072.0,37.0,1122.0,994.0,811.0,1647.0,,35.0,42.0,34.0,39.0
3629,FD07,M,5768.0,18.0,6661.0,6662.0,6675.0,5504.0,,17.0,18.0,19.0,21.0
3630,FD07,M,804.0,11.0,925.0,928.0,1007.0,739.0,,11.0,10.0,11.0,10.0
3631,FD01,M,453.0,23.0,396.0,632.0,596.0,,,22.0,22.0,,
3632,FD06,M,1583.0,26.0,1826.0,1716.0,2421.0,1277.0,,17.0,32.0,27.0,28.0
3633,FD01,M,1706.0,18.0,1434.0,1573.0,,,,17.0,17.0,20.0,21.0
3634,FD05,M,1912.0,27.0,1612.0,1457.0,1448.0,1698.0,,27.0,29.0,29.0,28.0
3635,FD06,M,2588.0,27.0,2654.0,3425.0,,,,27.0,29.0,30.0,30.0
3636,FD03,M,3008.0,16.0,2376.0,2492.0,3242.0,,,17.0,15.0,,
3637,FD07,M,1691.0,31.0,1967.0,2002.0,1874.0,,,30.0,30.0,28.0,
3638,FD05,M,469.0,28.0,544.0,463.0,434.0,456.0,,28.0,26.0,,
3639,FD04,M,528.0,19.0,508.0,502.0,744.0,,,21.0,17.0,,
3640,FD03,M,1436.0,28.0,933.0,1617.0,1120.0,1424.0,,31.0,34.0,30.0,
3641,FD01,M,3370.0,17.0,2150.0,2204.0,,,,20.0,17.0,18.0,18.0
3642,FD04,M,1229.0,20.0,1374.0,1505.0,1270.0,,,21.0,21.0,,
3643,FD04,M,699.0,20.0,547.0,651.0,874.0,914.0,,20.0,20.0,,
3644,FD01,M,3269.0,22.0,3997.0,4547.0,3360.0,,,20.0,21.0,,
3645,FD05,M,1075.0,36.0,1084.0,1170.0,959.0,1499.0,,35.0,37.0,25.0,39.0
3646,FD06,M,2009.0,30.0,2384.0,2107.0,2210.0,2059.0,,30.0,30.0,31.0,33.0
3647,FD05,M,1641.0,29.0,1630.0,2416.0,2193.0,,,31.0,27.0,28.0,30.0
3648,FD04,M,934.0,34.0,980.0,834.0,,,,37.0,35.0,,
3649,FD07,M,534.0,21.0,458.0,578.0,589.0,442.0,,25.0,20.0,21.0,
3650,FD05,M,612.0,17.0,804.0,789.0,789.0,640.0,,16.0,14.0,,
3651,FD05,M,2358.0,22.0,2968.0,2672.0,1775.0,,,19.0,21.0,,
3652,FD05,M,163.0,31.0,179.0,153.0,147.0,182.0,,28.0,29.0,31.0,
3653,FD05,M,849.0,31.0,1168.0,732.0,718.0,,,27.0,32.0,29.0,30.0
3654,FD06,M,5948.0,26.0,5028.0,6870.0,,,,28.0,20.0,20.0,
3655,FD05,M,5156.0,19.0,6221.0,3066.0,,,,20.0,15.0,,
3656,FD06,M,1025.0,18.0,788.0,799.0,726.0,1399.0,,18.0,19.0,19.0,18.0
3657,FD04,M,1072.0,28.0,916.0,1242.0,933.0,,,30.0,24.0,29.0,27.0
3658,FD05,M,699.0,22.0,817.0,793.0,575.0,760.0,,21.0,19.0,25.0,26.0
3659,FD05,M,91.0,18.0,85.0,76.0,109.0,,,18.0,21.0,19.0,18.0
3660,FD07,M,408.0,24.0,409.0,398.0,385.0,374.0,563.0,22.0,23.0,,
3661,FD06,M,10381.0,22.0,10342.0,5732.0,12549.0,,,23.0,24.0,27.0,23.0
3662,FD07,M,1905.0,33.0,2298.0,1560.0,1997.0,1501.0,,33.0,34.0,38.0,31.0
3663,FD04,M,808.0,28.0,907.0,1126.0,953.0,1075.0,,29.0,27.0,31.0,28.0
3664,FD05,M,2681.0,16.0,3028.0,2552.0,3453.0,,,17.0,16.0,,
3665,FD07,M,7108.0,16.0,9224.0,6763.0,11322.0,,,16.0,15.0,,
3666,FD07,M,3528.0,23.0,2371.0,2560.0,3785.0,,,24.0,26.0,,
3667,FD05,M,1891.0,21.0,1645.0,3081.0,,,,22.0,23.0,20.0,23.0
3668,FD01,M,3349.0,19.0,3392.0,5430.0,5035.0,3024.0,,21.0,17.0,18.0,
3669,FD05,M,1270.0,21.0,975.0,1573.0,1382.0,933.0,,21.0,19.0,20.0,19.0
3670,FD07,M,1847.0,29.0,1578.0,1536.0,1757.0,,,31.0,24.0,,
3671,FD05,M,398.0,23.0,521.0,396.0,418.0,,,20.0,25.0,,
3672,FD07,M,852.0,22.0,812.0,662.0,687.0,791.0,,21.0,26.0,25.0,
3673,FD04,M,1965.0,20.0,1913.0,1775.0,2231.0,2863.0,2944.0,21.0,19.0,,
3674,FD06,M,1569.0,17.0,2220.0,1548.0,2255.0,1585.0,,18.0,16.0,17.0,
3675,FD06,M,479.0,20.0,620.0,442.0,503.0,566.0,,22.0,22.0,22.0,21.0
3676,FD05,M,6019.0,28.0,2650.0,5404.0,5337.0,5398.0,,26.0,26.0,28.0,27.0
3677,FD03,M,14061.0,30.0,14726.0,13709.0,15504.0,11723.0,,29.0,28.0,37.0,27.0
3678,FD04,M,449.0,15.0,447.0,603.0,,,,16.0,15.0,,
